aid,audcatid,artstid,Title,Album,Sevadar,Titlefws,Duration,audiosize,audiopath,audio_year,filename,cdnpath,imgpath,status,createdon
6472,212,67,Naam Simran,March 2024,BisamPreet Kaur Jalandhar,NS,42,39,NULL,2024,95 Bisampreet Kaur - Naam Simran (30-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/95%20Bisampreet%20Kaur%20-%20Naam%20Simran%20%2830-03-24%29M.mp3,,1,2024-03-30 03:20:26
6473,212,122,Jaha Shabad Vasai Jaha Dukh Ja,March 2024,Gurleen Kaur Jammu,JSVJDJ,22,21,NULL,2024,96 Gurleen Kaur Jammu-   Jaha Shabad Vasai Jaha Dukh Jaye (30-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/96%20Gurleen%20Kaur%20Jammu-%20%20%20Jaha%20Shabad%20Vasai%20Jaha%20Dukh%20Jaye%20%2830-03-24%29M.mp3,,1,2024-03-30 03:20:26
6474,212,602,Sabh Kich Kita Tera Vartai,March 2024,Tavleen Kaur Jammu,SKKTV,21,20,NULL,2024,97 Tavleen Kaur Jammu - Sabh Kich Kita Tera Vartai (30-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/97%20Tavleen%20Kaur%20Jammu%20-%20Sabh%20Kich%20Kita%20Tera%20Vartai%20%2830-03-24%29M.mp3,,1,2024-03-30 03:20:26
6475,212,468,Har Har Mel Mel Jan Sadhu,March 2024,Sukhdeep Singh USA,HHMMJS,26,24,NULL,2024,98 Sukhdeep Singh USA - Har Har Mel Mel Jan Sadhu (30-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/98%20Sukhdeep%20Singh%20USA%20-%20Har%20Har%20Mel%20Mel%20Jan%20Sadhu%20%2830-03-24%29M.mp3,,1,2024-03-30 03:20:26
6476,212,92,Daya Karo Basoh Man Aaye,March 2024,Daya Singh FBD,DKBMA,30,28,NULL,2024,99 Daya Singh - Daya Karo Basoh Man Aaye (30-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/99%20Daya%20Singh%20-%20Daya%20Karo%20Basoh%20Man%20Aaye%20%2830-03-24%29M.mp3,,1,2024-03-30 03:20:26
6477,212,142,Sadhsangat Ko Varia Jio Kia Ku,March 2024,Gurpreet Kaur FBD,SKVJKK,28,27,NULL,2024,100 Gurpreet Kaur FDB - Sadhsangat Ko Varia Jio Kia Kurban (30-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/100%20Gurpreet%20Kaur%20FDB%20-%20Sadhsangat%20Ko%20Varia%20Jio%20Kia%20Kurban%20%2830-03-24%29M.mp3,,1,2024-03-30 03:20:26
6478,212,166,Ram Bhaj Mil Sadhsangat,March 2024,Harjinder Kaur DL,RBMS,29,27,NULL,2024,101 Harjinder Kaur DL - Ram Bhaj Mil Sadhsangat (30-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/101%20Harjinder%20Kaur%20DL%20-%20Ram%20Bhaj%20Mil%20Sadhsangat%20%2830-03-24%29M.mp3,,1,2024-03-30 03:20:26
6479,212,52,Sadhi Sang Bhajoh Gopal,March 2024,Baljinder Kaur Babba,SSBG,36,34,NULL,2024,102 Baljinder Kaur - Sadhi Sang Bhajoh Gopal (30-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/102%20Baljinder%20Kaur%20-%20Sadhi%20Sang%20Bhajoh%20Gopal%20%2830-03-24%29M.mp3,,1,2024-03-30 03:20:26
6480,212,540,Sagal Bhavan Ke Naeika,March 2024,Japji Kaur,SBKN,19,18,NULL,2024,103 Japji Kaur Mumbai - Sagal Bhavan Ke Naeika (29-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/103%20Japji%20Kaur%20Mumbai%20-%20Sagal%20Bhavan%20Ke%20Naeika%20%2829-03-24%29E.mp3,,1,2024-03-30 03:20:26
6481,212,331,Asa Di Vaar 1-8,March 2024,Nainpreet Singh Delhi,ADV1,44,40,NULL,2024,104 Nainpreet Singh DL - Asa Di Vaar 1-8 (30-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/104%20Nainpreet%20Singh%20DL%20-%20Asa%20Di%20Vaar%201-8%20%2830-03-24%29M.mp3,,1,2024-03-30 03:20:26
6482,212,242,Asa Di Vaar 9-12,March 2024,Jasbir Singh Ambala,ADV9,22,20,NULL,2024,105 Jasbir Singh - Asa Di Vaar 9-12 (25-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/105%20Jasbir%20Singh%20-%20Asa%20Di%20Vaar%209-12%20%2825-03-24%29M.mp3,,1,2024-03-30 03:20:26
6483,212,277,Asa Di Vaar 13-16,March 2024,Kaur Ji,ADV1,12,12,NULL,2024,106 Kritika Kaur Bhopal - Asa Di Vaar 13-16 (29-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/106%20Kritika%20Kaur%20Bhopal%20-%20Asa%20Di%20Vaar%2013-16%20%2829-03-24%29M.mp3,,1,2024-03-30 03:20:26
6484,212,257,Asa Di Vaar 17-20,March 2024,Jasraj Singh USA,ADV1,25,23,NULL,2024,107 Jasraj Singh USA - Asa Di Vaar 17-20 (29-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/107%20Jasraj%20Singh%20USA%20-%20Asa%20Di%20Vaar%2017-20%20%2829-03-24%29M.mp3,,1,2024-03-30 03:20:26
6485,212,218,Asa Di Vaar 21-24,March 2024,Jagdeep Singh DL,ADV2,28,26,NULL,2024,108 Jagdeep Singh DL - Asa Di Vaar 21-24 (29-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/108%20Jagdeep%20Singh%20DL%20-%20Asa%20Di%20Vaar%2021-24%20%2829-03-24%29M.mp3,,1,2024-03-30 03:20:26
6486,212,528,Rehraas Sahib,March 2024,Raunaq Kaur Bhopal,RS,37,34,NULL,2024,109 Ronak Kaur Bhopal - Rehraas Sahib (28-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/109%20Ronak%20Kaur%20Bhopal%20-%20Rehraas%20Sahib%20%2828-03-24%29E.mp3,,1,2024-03-30 03:20:26
6437,212,619,Naam Simran,March 2024,Ravneet Kaur Calgary,NS,37,35,NULL,2024,60 Ravneet Kaur Canada - Naam Simran (27-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/60%20Ravneet%20Kaur%20Canada%20-%20Naam%20Simran%20%2827-03-24%29E.mp3,,1,2024-03-29 23:42:59
6438,212,193,GV - 16 Dharam Parchaar Part -,March 2024,Harpreet Singh Delhi,G-1DPP-,35,32,NULL,2024,61 Harpreet Singh DL - GV - 16 Dharam Parchaar Part - 5 (27-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/61%20Harpreet%20Singh%20DL%20-%20GV%20-%2016%20Dharam%20Parchaar%20Part%20-%205%20%2827-03-24%29E.mp3,,1,2024-03-29 23:42:59
6439,212,536,Te Har Jan Har Meloh Hum Pyare,March 2024,Jobanpreet Kaur,THJHMHP,24,22,NULL,2024,62 Jobanpreet Kaur - Te Har Jan Har Meloh Hum Pyarey (27-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/62%20Jobanpreet%20Kaur%20-%20Te%20Har%20Jan%20Har%20Meloh%20Hum%20Pyarey%20%2827-03-24%29E.mp3,,1,2024-03-29 23:42:59
6440,212,396,Mitr Asadre Sae,March 2024,Raveena Kaur,MAS,21,20,NULL,2024,63 Raveena Kaur - Mitr Asadre Sae (27-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/63%20Raveena%20Kaur%20-%20Mitr%20Asadre%20Sae%20%2827-03-24%29E.mp3,,1,2024-03-29 23:42:59
6441,212,139,Tum Ho Sabh Rajan Ke Raja + Jh,March 2024,Gurpreet Kaur BTD,THSRKR+J,58,54,NULL,2024,64 Gurpreet Kaur BTD+Gurpreet Kaur FDB - Tum Ho Sabh Rajan Ke Raja + Jhim Jhim Amrit Varsda (27-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/64%20Gurpreet%20Kaur%20BTD%2BGurpreet%20Kaur%20FDB%20-%20Tum%20Ho%20Sabh%20Rajan%20Ke%20Raja%20%2B%20Jhim%20Jhim%20Amrit%20Varsda%20%2827-03-24%29E.mp3,,1,2024-03-29 23:42:59
6442,212,92,Har Rang Rata Man Raam Gun Gav,March 2024,Daya Singh FBD,HRRMRGG,45,42,NULL,2024,65 Daya Singh - Har Rang Rata Man Raam Gun Gavey (27-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/65%20Daya%20Singh%20-%20Har%20Rang%20Rata%20Man%20Raam%20Gun%20Gavey%20%2827-03-24%29E.mp3,,1,2024-03-29 23:42:59
6443,212,518,Naam Simran,March 2024,Aarushi Kaur,NS,38,35,NULL,2024,66 Aarushi Kaur USA - Naam Simran (28-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/66%20Aarushi%20Kaur%20USA%20-%20Naam%20Simran%20%2828-03-24%29M.mp3,,1,2024-03-29 23:42:59
6444,212,26,Kaisey Man Tarehenga Rae,March 2024,Amrik Singh Ricky Canada,KMTR,24,22,NULL,2024,67 Amrik Singh Canada - Kaisey Man Tarehenga Rae (28-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/67%20Amrik%20Singh%20Canada%20-%20Kaisey%20Man%20Tarehenga%20Rae%20%2828-03-24%29M.mp3,,1,2024-03-29 23:42:59
6445,212,433,Meet Karey Soi Hum Mana,March 2024,Satvinder Singh Virginia,MKSHM,24,22,NULL,2024,68 Satwinder Singh USA - Meet Karey Soi Hum Mana (28-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/68%20Satwinder%20Singh%20USA%20-%20Meet%20Karey%20Soi%20Hum%20Mana%20%2828-03-24%29M.mp3,,1,2024-03-29 23:42:59
6446,212,81,Andhey Tu Baitha Kandhi Pahey,March 2024,Chashneet Kaur Delhi,ATBKP,25,23,NULL,2024,69 Chashneet Kaur DL - Andhey Tu Baitha Kandhi Pahey (28-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/69%20Chashneet%20Kaur%20DL%20-%20Andhey%20Tu%20Baitha%20Kandhi%20Pahey%20%2828-03-24%29M.mp3,,1,2024-03-29 23:42:59
6447,212,445,Darshan Piaas Priay Preet Mano,March 2024,Shanon Kaur Canada,DPPPM,30,28,NULL,2024,70 Shannon Kaur - Darshan Piaas Priay Preet Manohar (28-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/70%20Shannon%20Kaur%20-%20Darshan%20Piaas%20Priay%20Preet%20Manohar%20%2828-03-24%29M.mp3,,1,2024-03-29 23:42:59
6448,212,175,Dhan So Vela Jit Mai Satgur Mi,March 2024,Harkirat Kaur,DSVJMSM,27,25,NULL,2024,71 Harkirat Kaur Australia - Dhan So Vela Jit Mai Satgur Miliya (28-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/71%20Harkirat%20Kaur%20Australia%20-%20Dhan%20So%20Vela%20Jit%20Mai%20Satgur%20Miliya%20%2828-03-24%29M.mp3,,1,2024-03-29 23:42:59
6449,212,166,Sa Vela Kaho Koun Hai Jit Prab,March 2024,Harjinder Kaur DL,SVKKHJP,31,29,NULL,2024,72 Harjinder Kaur DL - Sa Vela Kaho Koun Hai Jit Prabh Ko Pai (28-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/72%20Harjinder%20Kaur%20DL%20-%20Sa%20Vela%20Kaho%20Koun%20Hai%20Jit%20Prabh%20Ko%20Pai%20%2828-03-24%29M.mp3,,1,2024-03-29 23:42:59
6450,212,490,GV - 92 Dhayan Part - 1,March 2024,Tejinder Pal Singh DL,G-9DP-1,32,30,NULL,2024,73 Tejinder Pal Singh - GV - 92 Dhayan Part - 1 (28-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/73%20Tejinder%20Pal%20Singh%20-%20GV%20-%2092%20Dhayan%20Part%20-%201%20%2828-03-24%29M.mp3,,1,2024-03-29 23:42:59
6451,212,468,Naam Simran,March 2024,Sukhdeep Singh USA,NS,41,38,NULL,2024,74 Sukhdeep Singh USA - Naam Simran (28-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/74%20Sukhdeep%20Singh%20USA%20-%20Naam%20Simran%20%2828-03-24%29E.mp3,,1,2024-03-29 23:42:59
6452,212,616,GV - 70 Bharam Part 3,March 2024,Surinder Kaur Jammu,G-7BP3,27,25,NULL,2024,75 Surinder Kaur Jammu - GV - 70 Bharam Part 3 (28-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/75%20Surinder%20Kaur%20Jammu%20-%20GV%20-%2070%20Bharam%20Part%203%20%2828-03-24%29E.mp3,,1,2024-03-29 23:42:59
6453,212,277,Tujh Bin Kavan Hamara,March 2024,Kaur Ji,TBKH,14,13,NULL,2024,76 Nooh Kaur - Tujh Bin Kavan Hamara (28-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/76%20Nooh%20Kaur%20-%20Tujh%20Bin%20Kavan%20Hamara%20%2828-03-24%29E.mp3,,1,2024-03-29 23:42:59
6454,212,277,Meharvan Sahib Mera Meharvan,March 2024,Kaur Ji,MSMM,16,15,NULL,2024,77 Gurveen Kaur - Meharvan Sahib Mera Meharvan (28-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/77%20Gurveen%20Kaur%20-%20Meharvan%20Sahib%20Mera%20Meharvan%20%2828-03-24%29E.mp3,,1,2024-03-29 23:42:59
6455,212,557,Holi KeenI Sant Sev,March 2024,Anika Kaur Austrailia,HKSS,26,24,NULL,2024,78 Anika Kaur - Holi KeenI Sant Sev (28-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/78%20Anika%20Kaur%20-%20Holi%20KeenI%20Sant%20Sev%20%2828-03-24%29E.mp3,,1,2024-03-29 23:42:59
6456,212,303,Mitar Piarey Nu Haal Muredan D,March 2024,Manmohan Kaur DL,MPNHMD,31,29,NULL,2024,79 Manmohan Kaur USA - Mitar Piarey Nu Haal Muredan Da Kehina (28-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/79%20Manmohan%20Kaur%20USA%20-%20Mitar%20Piarey%20Nu%20Haal%20Muredan%20Da%20Kehina%20%2828-03-24%29E.mp3,,1,2024-03-29 23:42:59
6457,212,127,Gur Jogi Purakh Milia Rang Maa,March 2024,Gurmeet Kaur Delhi,GJPMRM,29,27,NULL,2024,80 Gurmeet Kaur DL - Gur Jogi Purakh Milia Rang Maanee Jeo (28-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/80%20Gurmeet%20Kaur%20DL%20-%20Gur%20Jogi%20Purakh%20Milia%20Rang%20Maanee%20Jeo%20%2828-03-24%29E.mp3,,1,2024-03-29 23:42:59
6458,212,52,Har Jio Sada Teri Sarnai,March 2024,Baljinder Kaur Babba,HJSTS,33,30,NULL,2024,81 Baljinder Kaur - Har Jio Sada Teri Sarnai (28-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/81%20Baljinder%20Kaur%20-%20Har%20Jio%20Sada%20Teri%20Sarnai%20%2828-03-24%29E.mp3,,1,2024-03-29 23:42:59
6459,212,142,Naam Simran,March 2024,Gurpreet Kaur FBD,NS,49,45,NULL,2024,82 Gurpreet Kaur FDB - Naam Simran (29-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/82%20Gurpreet%20Kaur%20FDB%20-%20Naam%20Simran%20%2829-03-24%29M.mp3,,1,2024-03-29 23:42:59
6460,212,29,Har Araadh Na Jana Rae,March 2024,Anantjit Kaur DL,HANJR,25,24,NULL,2024,83 Anantjeet Kaur DL - Har Araadh Na Jana Rae (29-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/83%20Anantjeet%20Kaur%20DL%20-%20Har%20Araadh%20Na%20Jana%20Rae%20%2829-03-24%29M.mp3,,1,2024-03-29 23:42:59
6461,212,472,Baba Ab Na Baso Eih Gaao,March 2024,Sukhwinder Kaur Mohali,BANBEG,24,22,NULL,2024,84 Sukhwinder Kauir - Baba Ab Na Baso Eih Gaao (29-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/84%20Sukhwinder%20Kauir%20-%20Baba%20Ab%20Na%20Baso%20Eih%20Gaao%20%2829-03-24%29M.mp3,,1,2024-03-29 23:42:59
6462,212,331,Avoh Santoh Mil Naam Japaha,March 2024,Nainpreet Singh Delhi,ASMNJ,31,29,NULL,2024,85 Nainpreet Singh DL - Avoh Santoh Mil Naam Japaha (29-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/85%20Nainpreet%20Singh%20DL%20-%20Avoh%20Santoh%20Mil%20Naam%20Japaha%20%2829-03-24%29M.mp3,,1,2024-03-29 23:42:59
6463,212,489,Dhan Dhan Dhan Jan Aya,March 2024,Tashneet Kaur (TKD),DDDJA,29,27,NULL,2024,86 Tashneet Kaur DL - Dhan Dhan Dhan Jan Aya (29-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/86%20Tashneet%20Kaur%20DL%20-%20Dhan%20Dhan%20Dhan%20Jan%20Aya%20%2829-03-24%29M.mp3,,1,2024-03-29 23:42:59
6464,212,166,Har Ka Sant Har Ki Har Murat,March 2024,Harjinder Kaur DL,HKSHKHM,31,29,NULL,2024,87 Harjinder Kaur DL - Har Ka Sant Har Ki Har Murat (29-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/87%20Harjinder%20Kaur%20DL%20-%20Har%20Ka%20Sant%20Har%20Ki%20Har%20Murat%20%2829-03-24%29M.mp3,,1,2024-03-29 23:42:59
6465,212,151,GV - 27 Hukam Part - 3,March 2024,Gurpreet Singh Raja DL,G-2HP-3,35,32,NULL,2024,88 Gurpreet Singh DL - GV - 27 Hukam Part - 3 (29-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/88%20Gurpreet%20Singh%20DL%20-%20GV%20-%2027%20Hukam%20Part%20-%203%20%2829-03-24%29M.mp3,,1,2024-03-29 23:42:59
6466,212,139,Naam Simran,March 2024,Gurpreet Kaur BTD,NS,44,41,NULL,2024,89 Gurpreet Kaur BTD - Naam Simran (29-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/89%20Gurpreet%20Kaur%20BTD%20-%20Naam%20Simran%20%2829-03-24%29E.mp3,,1,2024-03-29 23:42:59
6467,212,193,GV - 43 Atish Duniya Khunak Na,March 2024,Harpreet Singh Delhi,G-4ADKN,23,21,NULL,2024,90 Harpreet Singh DL - GV - 43 Atish Duniya Khunak Naam Khudia Part 6 (29-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/90%20Harpreet%20Singh%20DL%20-%20GV%20-%2043%20Atish%20Duniya%20Khunak%20Naam%20Khudia%20Part%206%20%2829-03-24%29E.mp3,,1,2024-03-29 23:42:59
6468,212,406,Thith Jae Baho Satsangati,March 2024,Rekha Kaur Canada,TJBS,24,23,NULL,2024,91 Rekha Kaur Canada - Thith Jae Baho Satsangati (29-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/91%20Rekha%20Kaur%20Canada%20-%20Thith%20Jae%20Baho%20Satsangati%20%2829-03-24%29E.mp3,,1,2024-03-29 23:42:59
6469,212,175,Gur Pura Aaradh Nit Eikas Ke L,March 2024,Harkirat Kaur,GPANEKL,26,24,NULL,2024,92 Harkeerat Kaur Australia - Gur Pura Aaradh Nit Eikas Ke Liv Laag (29-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/92%20Harkeerat%20Kaur%20Australia%20-%20Gur%20Pura%20Aaradh%20Nit%20Eikas%20Ke%20Liv%20Laag%20%2829-03-24%29E.mp3,,1,2024-03-29 23:42:59
6470,212,90,So Jan Aisa Mei Man Bhavei,March 2024,Davinder Kaur Patti,SJAMMB,31,29,NULL,2024,93 Davinder Kaur Patti - So Jan Aisa Mei Man Bhavei (29-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/93%20Davinder%20Kaur%20Patti%20-%20So%20Jan%20Aisa%20Mei%20Man%20Bhavei%20%2829-03-24%29E.mp3,,1,2024-03-29 23:42:59
6471,212,127,Har Ras Chakhath Dhrapia Man R,March 2024,Gurmeet Kaur Delhi,HRCDMR,47,43,NULL,2024,94 Gurmeet Kaur DL - Har Ras Chakhath Dhrapia Man Ras Lai Hasna (29-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/94%20Gurmeet%20Kaur%20DL%20-%20Har%20Ras%20Chakhath%20Dhrapia%20Man%20Ras%20Lai%20Hasna%20%2829-03-24%29E.mp3,,1,2024-03-29 23:42:59
6378,212,237,Naam Simran,March 2024,Japneet Kaur Delhi,NS,40,37,NULL,2024,01 Japneet Kaur DL - Naam Simran (23-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/01%20Japneet%20Kaur%20DL%20-%20Naam%20Simran%20%2823-03-24%29E.mp3,,1,2024-03-28 02:04:33
6379,212,616,GV - 113 Simran Part 4,March 2024,Surinder Kaur Jammu,G-1SP4,30,28,NULL,2024,02 Surinder Kaur Jammu - GV - 113 Simran Part 4 (23-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/02%20Surinder%20Kaur%20Jammu%20-%20GV%20-%20113%20Simran%20Part%204%20%2823-03-24%29E.mp3,,1,2024-03-28 02:04:33
6380,212,122,Bhooley Marg Jinhai Bataya,March 2024,Gurleen Kaur Jammu,BMJB,26,24,NULL,2024,03 Gurleen Kaur - Bhooley Marg Jinhai Bataya (23-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/03%20Gurleen%20Kaur%20-%20Bhooley%20Marg%20Jinhai%20Bataya%20%2823-03-24%29E.mp3,,1,2024-03-28 02:04:33
6381,212,514,In Bidh Sagar Tariyai,March 2024,Harleen Kaur Mohali,IBST,27,25,NULL,2024,04 Harleen Kaur Mohali - In Bidh Sagar Tariyai (23-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/04%20Harleen%20Kaur%20Mohali%20-%20In%20Bidh%20Sagar%20Tariyai%20%2823-03-24%29E.mp3,,1,2024-03-28 02:04:33
6382,212,461,Oat Gahee Santeh Dar Aaya,March 2024,Simrati Kaur Delhi,OGSDA,28,26,NULL,2024,05 Simrati Kaur DL - Oat Gahee Santeh Dar Aaya (23-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/05%20Simrati%20Kaur%20DL%20-%20Oat%20Gahee%20Santeh%20Dar%20Aaya%20%2823-03-24%29E.mp3,,1,2024-03-28 02:04:33
6383,212,142,Sadhu Sang Bhajoh Gopal,March 2024,Gurpreet Kaur FBD,SSBG,30,28,NULL,2024,06 Gurpreet Kaur FBD - Sadhu Sang Bhajoh Gopal (23-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/06%20Gurpreet%20Kaur%20FBD%20-%20Sadhu%20Sang%20Bhajoh%20Gopal%20%2823-03-24%29E.mp3,,1,2024-03-28 02:04:33
6384,212,52,Mansa Dhar Jo Ghar Te Aavai,March 2024,Baljinder Kaur Babba,MDJGTA,32,29,NULL,2024,07 Baljinder Kaur Patiala - Mansa Dhar Jo Ghar Te Aavai (23-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/07%20Baljinder%20Kaur%20Patiala%20-%20Mansa%20Dhar%20Jo%20Ghar%20Te%20Aavai%20%2823-03-24%29E.mp3,,1,2024-03-28 02:04:33
6385,212,521,Naam Simran,March 2024,Bavleen Kaur Australia,NS,37,35,NULL,2024,08 Bavleen Kaur Australia - Naam Simran (24-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/08%20Bavleen%20Kaur%20Australia%20-%20Naam%20Simran%20%2824-03-24%29M.mp3,,1,2024-03-28 02:04:33
6386,212,581,Te Har Jan Har Meloh Hum Pyare,March 2024,Neha Kaur Mohali,THJHMHP,26,25,NULL,2024,09 Neha Kaur Mohali - Te Har Jan Har Meloh Hum Pyarey (24-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/09%20Neha%20Kaur%20Mohali%20-%20Te%20Har%20Jan%20Har%20Meloh%20Hum%20Pyarey%20%2824-03-24%29M.mp3,,1,2024-03-28 02:04:33
6387,212,81,Santoh Sagar Par Utariai,March 2024,Chashneet Kaur Delhi,SSPU,21,20,NULL,2024,10 Chashneet Kaur DL - Santoh Sagar Par Utariai (24-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/10%20Chashneet%20Kaur%20DL%20-%20Santoh%20Sagar%20Par%20Utariai%20%2824-03-24%29M.mp3,,1,2024-03-28 02:04:33
6388,212,445,Khambh Vikandrey Je Lahan Ghin,March 2024,Shanon Kaur Canada,KVJLG,26,24,NULL,2024,11 Shannon Kaur - Khambh Vikandrey Je Lahan Ghina Savi Tol (24-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/11%20Shannon%20Kaur%20-%20Khambh%20Vikandrey%20Je%20Lahan%20Ghina%20Savi%20Tol%20%2824-03-24%29M.mp3,,1,2024-03-28 02:04:33
6389,212,331,Tay Sahib Ki Maey Saar Na Jani,March 2024,Nainpreet Singh Delhi,TSKMSNJ,31,29,NULL,2024,12 Nainpreet Singh DL - Tay Sahib Ki Maey Saar Na Jani (24-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/12%20Nainpreet%20Singh%20DL%20-%20Tay%20Sahib%20Ki%20Maey%20Saar%20Na%20Jani%20%2824-03-24%29M.mp3,,1,2024-03-28 02:04:33
6390,212,92,Mere Man Mere Man,March 2024,Daya Singh FBD,MMMM,26,24,NULL,2024,13 Daya Singh - Mere Man Mere Man (24-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/13%20Daya%20Singh%20-%20Mere%20Man%20Mere%20Man%20%2824-03-24%29M.mp3,,1,2024-03-28 02:04:33
6391,212,19,Cheta Ee Taa Chet,March 2024,Amarjit Singh (AJS),CETC,28,26,NULL,2024,14 Amarjeet Singh - Cheta Ee Taa Chet (24-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/14%20Amarjeet%20Singh%20-%20Cheta%20Ee%20Taa%20Chet%20%2824-03-24%29M.mp3,,1,2024-03-28 02:04:33
6392,212,151,GV - 23 Jam Part 2,March 2024,Gurpreet Singh Raja DL,G-2JP2,32,30,NULL,2024,15 Gurpreet Singh DL - GV - 23 Jam Part 2 (24-03-24)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/15%20Gurpreet%20Singh%20DL%20-%20GV%20-%2023%20Jam%20Part%202%20%2824-03-24%29M.mp3,,1,2024-03-28 02:04:33
6393,212,274,Naam Simran,March 2024,Kanwarpreet Kaur DL (Ria),NS,43,40,NULL,2024,16 Kanwarpreet Kaur DL - Naam Simran (24-03-24)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/March24/16%20Kanwarpreet%20Kaur%20DL%20-%20Naam%20Simran%20%2824-03-24%29E.mp3,,1,2024-03-28 02:04:33
