aid,audcatid,artstid,Title,Album,Sevadar,Titlefws,Duration,audiosize,audiopath,audio_year,filename,cdnpath,imgpath,status,createdon
3534,156,87,Tis Kurbani Jin Tu Sunia,December 2017 Vol - 2,Davinder Kaur Bathinda,TKJTS,27,25.371,NULL,2017,DEC172-22 DKB - Tis Kurbani Jin Tu Sunia (24-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D172/DEC172-22 DKB - Tis Kurbani Jin Tu Sunia (24-12-17)M.mp3,,1,2018-01-08 17:50:25
3535,156,468,Jaise Rain Prahune Uth Chalse,December 2017 Vol - 2,Sukhdeep Singh USA,JRPUC,24,22.731,NULL,2017,DEC172-23 SSU - Jaise Rain Prahune Uth Chalseh Parbhat (23-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D172/DEC172-23 SSU - Jaise Rain Prahune Uth Chalseh Parbhat (23-12-17)M.mp3,,1,2018-01-08 17:50:25
3536,156,461,Rakh Leho Bhai Mere Ko,December 2017 Vol - 2,Simrati Kaur Delhi,RLBMK,28,27.053,NULL,2017,DEC172-24 SKD - Rakh Leho Bhai Mere Ko (24-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D172/DEC172-24 SKD - Rakh Leho Bhai Mere Ko (24-12-17)M.mp3,,1,2018-01-08 17:50:25
3537,156,48,Naam Simran,December 2017 Vol - 2,Babli Singh (HSB),NS,42,39.566,NULL,2017,DEC172-25 HSB - Naam Simran (22-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D172/DEC172-25 HSB - Naam Simran (22-12-17)E.mp3,,1,2018-01-08 17:50:25
3538,156,151,GV 47 Dharam Ya Mazab Part 2,December 2017 Vol - 2,Gurpreet Singh Raja DL,G4DYMP2,27,19.116,NULL,2017,DEC172-26 GSR - GV 47 Dharam Ya Mazab Part 2 (23-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D172/DEC172-26 GSR - GV 47 Dharam Ya Mazab Part 2 (23-12-17)M.mp3,,1,2018-01-08 17:50:25
3539,157,445,Naam Simran,December 2017 Vol - 3,Shanon Kaur Canada,NS,39,37.461,NULL,2017,DEC173-01 SKU - Naam Simran (25-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-01 SKU - Naam Simran (25-12-17)E.mp3,,1,2018-01-08 17:50:25
3540,157,373,Barsae Megh Sakhi Ghar Pahun,December 2017 Vol - 3,Pushpinder Kaur (PKK),BMSGP,32,30.316,NULL,2017,DEC173-02 PKK - Barsae Megh Sakhi Ghar Pahun Aae (26-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-02 PKK - Barsae Megh Sakhi Ghar Pahun Aae (26-12-17)M.mp3,,1,2018-01-08 17:50:25
3541,157,166,Naam Rata Satguru Hai,December 2017 Vol - 3,Harjinder Kaur DL,NRSH,33,31.474,NULL,2017,DEC173-03 HKB - Naam Rata Satguru Hai (25-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-03 HKB - Naam Rata Satguru Hai (25-12-17)M.mp3,,1,2018-01-08 17:50:25
3542,157,142,Bal Bal Tis Satgur Ko Jao. Ha,December 2017 Vol - 3,Gurpreet Kaur FBD,BBTSKJH,53,50.334,NULL,2017,DEC173-04 GPKB & GPKF Bal Bal Tis Satgur Ko Jao. Hamra Thakur Satgur Pura (25-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-04 GPKB & GPKF Bal Bal Tis Satgur Ko Jao. Hamra Thakur Satgur Pura (25-12-17)E.mp3,,1,2018-01-08 17:50:25
3543,157,17,Jap Amrit Naam Santsang Mela,December 2017 Vol - 3,Amarjit Kaur (AK),JANSM,30,29.025,NULL,2017,DEC173-05 AK - Jap Amrit Naam Santsang Mela (25-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-05 AK - Jap Amrit Naam Santsang Mela (25-12-17)M.mp3,,1,2018-01-08 17:50:25
3544,157,52,Miran Dana Dil Soch,December 2017 Vol - 3,Baljinder Kaur Babba,MDDS,33,31.604,NULL,2017,DEC173-06 BBD - Miran Dana Dil Soch (24-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-06 BBD - Miran Dana Dil Soch (24-12-17)E.mp3,,1,2018-01-08 17:50:25
3545,157,450,Gur Gobind Parbrahm Pura,December 2017 Vol - 3,Simarjit Kaur Bhatinda,GGPP,34,32.134,NULL,2017,DEC173-07 SMB - Gur Gobind Parbrahm Pura (25-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-07 SMB - Gur Gobind Parbrahm Pura (25-12-17)E.mp3,,1,2018-01-08 17:50:25
3546,157,20,Kathan Na Jaae Akath Suami,December 2017 Vol - 3,Amarjot Kaur LDH,KNJAS,29,27.382,NULL,2017,DEC173-08 AKL - Kathan Na Jaae Akath Suami (24-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-08 AKL - Kathan Na Jaae Akath Suami (24-12-17)E.mp3,,1,2018-01-08 17:50:25
3547,157,283,GV 104 Papi Ke Marne Ko Pap M,December 2017 Vol - 3,Kuldeep Kaur Jalandhar,G1PKMKPM,36,33.978,NULL,2017,DEC173-09 KK - GV 104 Papi Ke Marne Ko Pap Mahabali Hai (25-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-09 KK - GV 104 Papi Ke Marne Ko Pap Mahabali Hai (25-12-17)M.mp3,,1,2018-01-08 17:50:25
3548,157,331,Naam Simran,December 2017 Vol - 3,Nainpreet Singh Delhi,NS,38,35.618,NULL,2017,DEC173-10 NPSD - Naam Simran (24-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-10 NPSD - Naam Simran (24-12-17)E.mp3,,1,2018-01-08 17:50:25
3549,157,222,Dudholika Maa Puchae Tu Savan,December 2017 Vol - 3,Jagdish Singh Mohali,DMPTS,21,20.497,NULL,2017,DEC173-11 JDSM - Dudholika Maa Puchae Tu Savani Hai Ki Surita (26-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-11 JDSM - Dudholika Maa Puchae Tu Savani Hai Ki Surita (26-12-17)M.mp3,,1,2018-01-08 17:50:25
3550,157,92,Mere Ram Rai Tudh Chit Aaeae,December 2017 Vol - 3,Daya Singh FBD,MRRTCA,28,27.004,NULL,2017,DEC173-12 Daya Singh - Mere Ram Rai Tudh Chit Aaeae Ubre (26-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-12 Daya Singh - Mere Ram Rai Tudh Chit Aaeae Ubre  (26-12-17)M.mp3,,1,2018-01-08 17:50:25
3551,157,468,Har Bin Bael Birane Huihai,December 2017 Vol - 3,Sukhdeep Singh USA,HBBBH,30,28.454,NULL,2017,DEC173-13 SSU - Har Bin Bael Birane Huihai (25-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-13 SSU - Har Bin Bael Birane Huihai (25-12-17)M.mp3,,1,2018-01-08 17:50:25
3552,157,324,Deen Dunia Teri Tek,December 2017 Vol - 3,Mohinderjeet Singh Delhi,DDTT,25,23.496,NULL,2017,DEC173-14 MJSD - Deen Dunia Teri Tek (26-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-14 MJSD - Deen Dunia Teri Tek (26-12-17)M.mp3,,1,2018-01-08 17:50:25
3553,157,48,Lal Rang Tis Ko Laga,December 2017 Vol - 3,Babli Singh (HSB),LRTKL,23,21.866,NULL,2017,DEC173-15 HSB - Lal Rang Tis Ko Laga (25-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-15 HSB - Lal Rang Tis Ko Laga (25-12-17)M.mp3,,1,2018-01-08 17:50:25
3554,157,155,Santa Ki Hoe Dasri Eho Achara,December 2017 Vol - 3,Gurvinder Singh Jammu,SKHDEA,21,19.974,NULL,2017,DEC173-16 GWSJ - Santa Ki Hoe Dasri Eho Achara Sikh Ri (24-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-16 GWSJ - Santa Ki Hoe Dasri Eho Achara Sikh Ri (24-12-17)M.mp3,,1,2018-01-08 17:50:25
3555,157,95,Mere Man Mukh Har Har Boliae,December 2017 Vol - 3,Dilpreet Singh DL,MMMHHB,24,22.744,NULL,2017,DEC173-17 Dilpreet Singh - Mere Man Mukh Har Har Boliae (24-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-17 Dilpreet Singh - Mere Man Mukh Har Har Boliae (24-12-17)M.mp3,,1,2018-01-08 17:50:25
3556,157,331,Apne Sevak Ko Kabhu Na Bisaro,December 2017 Vol - 3,Nainpreet Singh Delhi,ASKKNB,22,20.812,NULL,2017,DEC173-18 NPSD - Apne Sevak Ko Kabhu Na Bisaroh (26-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-18 NPSD - Apne Sevak Ko Kabhu Na Bisaroh (26-12-17)M.mp3,,1,2018-01-08 17:50:25
3557,157,193,GV 66 Shabad Part 9,December 2017 Vol - 3,Harpreet Singh Delhi,G6SP9,30,28.208,NULL,2017,DEC173-19 HPSD - GV 66 Shabad Part 9 (25-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-19 HPSD - GV 66 Shabad Part 9 (25-12-17)E.mp3,,1,2018-01-08 17:50:25
3558,157,222,Naam Simran,December 2017 Vol - 3,Jagdish Singh Mohali,NS,42,39.456,NULL,2017,DEC173-20 JDSM - Naam Simran (25-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-20 JDSM - Naam Simran (25-12-17)M.mp3,,1,2018-01-08 17:50:25
3559,157,469,GV 33 Hukam Part - 9,December 2017 Vol - 3,Sukhneet Singh Jammu,G3HP-9,29,28.065,NULL,2017,DEC173-20 SSJ - GV 33 Hukam Part - 9 (24-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-20 SSJ - GV 33 Hukam Part - 9 (24-12-17)M.mp3,,1,2018-01-08 17:50:25
3560,157,373,Madho Jal Ki Pias Na Jaae,December 2017 Vol - 3,Pushpinder Kaur (PKK),MJKPNJ,30,28.714,NULL,2017,DEC173-21 PKK - Madho Jal Ki Pias Na Jaae (24-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-21 PKK - Madho Jal Ki Pias Na Jaae (24-12-17)E.mp3,,1,2018-01-08 17:50:25
3561,157,461,Mere Govinda Gun Gava Tripat,December 2017 Vol - 3,Simrati Kaur Delhi,MGGGT,28,26.328,NULL,2017,DEC173-22 SKD - Mere Govinda Gun Gava Tripat Man Hoe (25-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-22 SKD - Mere Govinda Gun Gava Tripat Man Hoe (25-12-17)E.mp3,,1,2018-01-08 17:50:25
3562,157,274,Aavoh Sajna Hau Dekha Darshan,December 2017 Vol - 3,Kanwarpreet Kaur DL (Ria),ASHDD,17,16.596,NULL,2017,DEC173-23 KPKD - Aavoh Sajna Hau Dekha Darshan Tera Ram (25-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-23 KPKD - Aavoh Sajna Hau Dekha Darshan Tera Ram (25-12-17)E.mp3,,1,2018-01-08 17:50:25
3563,157,60,Janam Maran Dohu Meh Nahi,December 2017 Vol - 3,Bhanjan Kaur LDH,JMDMN,23,21.875,NULL,2017,DEC173-24 Bhanjan Kaur - Janam Maran Dohu Meh Nahi (25-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D173/DEC173-24 Bhanjan Kaur - Janam Maran Dohu Meh Nahi (25-12-17)E.mp3,,1,2018-01-08 17:50:25
3564,158,468,Naam Simran,December 2017 Vol - 4,Sukhdeep Singh USA,NS,40,37.779,NULL,2017,DEC174-01 SSU - Naam Simran (27-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-01 SSU - Naam Simran (27-12-17)M.mp3,,1,2018-01-08 17:50:25
3565,158,175,Merae Man Tan Birho Gursikh P,December 2017 Vol - 4,Harkirat Kaur,MMTBGP,32,30.391,NULL,2017,DEC174-02 HKK - Merae Man Tan Birho Gursikh Pag Laia (26-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-02 HKK - Merae Man Tan Birho Gursikh Pag Laia (26-12-17)E.mp3,,1,2018-01-08 17:50:25
3566,158,127,Jis Da Sahib Dada Hoe,December 2017 Vol - 4,Gurmeet Kaur Delhi,JDSDH,40,38.362,NULL,2017,DEC174-03 GKD - Jis Da Sahib Dada Hoe (27-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-03 GKD - Jis Da Sahib Dada Hoe (27-12-17)M.mp3,,1,2018-01-08 17:50:25
3567,158,166,Narain Har Rang Rango,December 2017 Vol - 4,Harjinder Kaur DL,NHRR,33,31.673,NULL,2017,DEC174-04 HKB - Narain Har Rang Rango (26-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-04 HKB - Narain Har Rang Rango (26-12-17)E.mp3,,1,2018-01-08 17:50:25
3568,158,139,Jaikar Kio Dharmia Ka,December 2017 Vol - 4,Gurpreet Kaur BTD,JKDK,25,24.118,NULL,2017,DEC174-05 GPKB - Jaikar Kio Dharmia Ka (27-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-05 GPKB - Jaikar Kio Dharmia Ka (27-12-17)E.mp3,,1,2018-01-08 17:50:25
3569,158,52,Jap Man Mere Ram Ram Rang,December 2017 Vol - 4,Baljinder Kaur Babba,JMMRRR,28,26.552,NULL,2017,DEC174-06 BBD - Jap Man Mere Ram Ram Rang (26-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-06 BBD - Jap Man Mere Ram Ram Rang (26-12-17)E.mp3,,1,2018-01-08 17:50:25
3570,158,42,Jaag Leho Re Mana Jaag Leho,December 2017 Vol - 4,Atamjot Kaur Bhikhi,JLRMJL,16,15.851,NULL,2017,DEC174-07 Atamjot Kaur - Jaag Leho Re Mana Jaag Leho (26-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-07 Atamjot Kaur - Jaag Leho Re Mana Jaag Leho (26-12-17)E.mp3,,1,2018-01-08 17:50:25
3571,158,450,Bhai Hamare Sad Hi Jivi,December 2017 Vol - 4,Simarjit Kaur Bhatinda,BHSHJ,45,42.684,NULL,2017,DEC174-08 SMB - Bhai Hamare Sad Hi Jivi (27-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-08 SMB - Bhai Hamare Sad Hi Jivi (27-12-17)E.mp3,,1,2018-01-08 17:50:25
3572,158,190,GV 75 Bharam Part - 8,December 2017 Vol - 4,Harpreet Kaur LDH,G7BP-8,33,23.686,NULL,2017,DEC174-09 HKR - GV 75 Bharam Part - 8 (27-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-09 HKR - GV 75 Bharam Part - 8 (27-12-17)E.mp3,,1,2018-01-08 17:50:25
3573,158,79,Naam Simran,December 2017 Vol - 4,Charanjeet Singh Maula LDH,NS,37,34.972,NULL,2017,DEC174-10 CSM - Naam Simran (27-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-10 CSM - Naam Simran (27-12-17)E.mp3,,1,2018-01-08 17:50:25
3574,158,17,Sanmukh Seh Ban Sanmukh Seh B,December 2017 Vol - 4,Amarjit Kaur (AK),SSBSSB,24,23.128,NULL,2017,DEC174-11 AK - Sanmukh Seh Ban Sanmukh Seh Ban He (27-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-11 AK - Sanmukh Seh Ban Sanmukh Seh Ban He (27-12-17)M.mp3,,1,2018-01-08 17:50:25
3575,158,461,Preet Bina Kaise Badhae Saneh,December 2017 Vol - 4,Simrati Kaur Delhi,PBKBS,30,28.132,NULL,2017,DEC174-12 SKD - Preet Bina Kaise Badhae Saneho (27-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-12 SKD - Preet Bina Kaise Badhae Saneho (27-12-17)M.mp3,,1,2018-01-08 17:50:25
3576,158,237,Mere Ram Har Santa Jevad Na K,December 2017 Vol - 4,Japneet Kaur Delhi,MRHSJNK,25,23.677,NULL,2017,DEC174-13 JKS - Mere Ram Har Santa Jevad Na Koi (26-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-13 JKS - Mere Ram Har Santa Jevad Na Koi (26-12-17)E.mp3,,1,2018-01-08 17:50:25
3577,158,519,Moore Tai Man Te Ram Bisareo,December 2017 Vol - 4,Bableen Kaur,MTMTRB,23,22.355,NULL,2017,DEC174-14 Bableen Kaur - Moore Tai Man Te Ram Bisareo (27-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-14 Bableen Kaur - Moore Tai Man Te Ram Bisareo (27-12-17)M.mp3,,1,2018-01-08 17:50:25
3578,158,525,Binti Nanak Eh Sarae,December 2017 Vol - 4,Nikku Kaur USA,BNES,20,19.393,NULL,2017,DEC174-15 Nikku Kaur USA - Binti Nanak Eh Sarae (25-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-15 Nikku Kaur USA - Binti Nanak Eh Sarae (25-12-17)E.mp3,,1,2018-01-08 17:50:25
3579,158,387,So Sukh Mo Kou Sant Batavoh,December 2017 Vol - 4,Ramneek Kaur Jammu,SSMKSB,25,23.998,NULL,2017,DEC174-16 RKJ - So Sukh Mo Kou Sant Batavoh (26-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-16 RKJ - So Sukh Mo Kou Sant Batavoh (26-12-17)E.mp3,,1,2018-01-08 17:50:25
3580,158,331,Deho Daras Sukhdatia Mei Gal,December 2017 Vol - 4,Nainpreet Singh Delhi,DDSMG,33,30.947,NULL,2017,DEC174-17 NPSD - Deho Daras Sukhdatia Mei Gal Vich Laeho Milaae Jio (27-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-17 NPSD - Deho Daras Sukhdatia Mei Gal Vich Laeho Milaae Jio (27-12-17)E.mp3,,1,2018-01-08 17:50:25
3581,158,72,GV 8 Gur Parsad,December 2017 Vol - 4,Chamkaur Singh LDH,G8GP,44,31.424,NULL,2017,DEC174-18 CKSL - GV 8 Gur Parsad (26.12.17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-18 CKSL - GV 8 Gur Parsad (26.12.17)M.mp3,,1,2018-01-08 17:50:25
3582,158,274,Naam Simran,December 2017 Vol - 4,Kanwarpreet Kaur DL (Ria),NS,42,40.128,NULL,2017,DEC174-19 KPKD - Naam Simran (26-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-19 KPKD - Naam Simran (26-12-17)E.mp3,,1,2018-01-08 17:50:25
3583,158,155,Bhajo Gobind Bhul Mat Jao,December 2017 Vol - 4,Gurvinder Singh Jammu,BGBMJ,29,27.85,NULL,2017,DEC174-20 GWSJ - Bhajo Gobind Bhul Mat Jao (20-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-20  GWSJ - Bhajo Gobind Bhul Mat Jao (20-12-17)E.mp3,,1,2018-01-08 17:50:25
3584,158,95,Prabh Miloh Piare Maia Dhare,December 2017 Vol - 4,Dilpreet Singh DL,PMPMD,27,25.61,NULL,2017,DEC174-21 Dilpreet Singh DL - Prabh Miloh Piare Maia Dhare (27-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-21 Dilpreet Singh DL - Prabh Miloh Piare Maia Dhare (27-12-17)M.mp3,,1,2018-01-08 17:50:25
3585,158,81,Sarab Sukha Ka Data Satgur,December 2017 Vol - 4,Chashneet Kaur Delhi,SSKDS,28,26.523,NULL,2017,DEC174-22 CKD - Sarab Sukha Ka Data Satgur (24-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-22 CKD - Sarab Sukha Ka Data Satgur (24-12-17)E.mp3,,1,2018-01-08 17:50:25
3586,158,525,Sukrit Kar Kar Leejae Re Man,December 2017 Vol - 4,Nikku Kaur USA,SKKLRM,14,13.457,NULL,2017,DEC174-23 Niku Kaur USA - Sukrit Kar Kar Leejae Re Man (27-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-23 Niku Kaur USA - Sukrit Kar Kar Leejae Re Man (27-12-17)M.mp3,,1,2018-01-08 17:50:25
3587,158,252,Prabh Ji Ko Naam  Japat Man C,December 2017 Vol - 4,Jaspreet Kaur DL,PJKNJMC,24,22.781,NULL,2017,DEC174-24 Jaspreet Kaur - Prabh Ji Ko Naam Japat Man Chain (23-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-24  Jaspreet Kaur - Prabh Ji Ko Naam  Japat Man Chain (23-12-17)M.mp3,,1,2018-01-08 17:50:25
3588,158,520,Jio Bhavae Tio Rakhoh Mere Su,December 2017 Vol - 4,Babneet Kaur,JBTRMS,16,15.173,NULL,2017,DEC174-25 Babneet Kaur - Jio Bhavae Tio Rakhoh Mere Suami (26-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-25 Babneet Kaur - Jio Bhavae Tio Rakhoh Mere Suami (26-12-17)E.mp3,,1,2018-01-08 17:50:25
3589,158,523,Ratan Lukaiea Lokae Nahi,December 2017 Vol - 4,Japjot Singh Mohali,RLLN,19,17.907,NULL,2017,DEC174-26 Japjot Singh Mohali - Ratan Lukaiea Lokae Nahi (26-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D174/DEC174-26 Japjot Singh Mohali - Ratan Lukaiea Lokae Nahi (26-12-17)M.mp3,,1,2018-01-08 17:50:25
3590,159,331,Naam Simran,December 2017 Vol - 5,Nainpreet Singh Delhi,NS,44,41.33,NULL,2017,DEC175-01 NPSD - Naam Simran (29-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D175/DEC175-01 NPSD - Naam Simran (29-12-17)M.mp3,,1,2018-01-08 17:50:25
3591,159,79,Dukhia Daradwand Dar Aaia,December 2017 Vol - 5,Charanjeet Singh Maula LDH,DDDA,32,30.762,NULL,2017,DEC175-02 CSM - Dukhia Daradwand Dar Aaia (28-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D175/DEC175-02 CSM - Dukhia Daradwand Dar Aaia (28-12-17)M.mp3,,1,2018-01-08 17:50:25
3592,159,433,Gur Pauri Beri Guru Gur Tulha,December 2017 Vol - 5,Satvinder Singh Virginia,GPBGGT,26,25.057,NULL,2017,DEC175-03 Satinder S - Gur Pauri Beri Guru Gur Tulha Har Nao (28-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D175/DEC175-03 Satinder S - Gur Pauri Beri Guru Gur Tulha Har Nao (28-12-17)E.mp3,,1,2018-01-08 17:50:25
3593,159,468,Hau Khari Nihali Pandh Mat Mu,December 2017 Vol - 5,Sukhdeep Singh USA,HKNPMM,32,30.177,NULL,2017,DEC175-04 SSU - Hau Khari Nihali Pandh Mat Mu Sajan Aawai (29-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D175/DEC175-04 SSU - Hau Khari Nihali Pandh Mat Mu Sajan Aawai (29-12-17)M.mp3,,1,2018-01-08 17:50:25
3594,159,222,Meri Sakhi Sahelariho Prabh K,December 2017 Vol - 5,Jagdish Singh Mohali,MSSPK,21,20.615,NULL,2017,DEC175-05 JDSM - Meri Sakhi Sahelariho Prabh Kae Charan Lageh (29-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D175/DEC175-05 JDSM - Meri Sakhi Sahelariho Prabh Kae Charan Lageh (29-12-17)M.mp3,,1,2018-01-08 17:50:25
3595,159,155,Maee Prabh Ke Charan Niharo,December 2017 Vol - 5,Gurvinder Singh Jammu,MPKCN,25,23.94,NULL,2017,DEC175-06 GWSJ - Maee Prabh Ke Charan Niharo (25-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D175/DEC175-06 GWSJ - Maee Prabh Ke Charan Niharo (25-12-17)M.mp3,,1,2018-01-08 17:50:25
3596,159,193,GV 130 Duja Pao Part 5,December 2017 Vol - 5,Harpreet Singh Delhi,G1DPP5,26,18.703,NULL,2017,DEC175-07 HPSD - GV 130 Duja Pao Part 5 (29.12.17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D175/DEC175-07 HPSD - GV 130 Duja Pao Part 5 (29.12.17)M.mp3,,1,2018-01-08 17:50:25
3597,159,139,Naam Simran,December 2017 Vol - 5,Gurpreet Kaur BTD,NS,39,37.396,NULL,2017,DEC175-08 GPKB - Naam Simran (28-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D175/DEC175-08 GPKB - Naam Simran (28-12-17)E.mp3,,1,2018-01-08 17:50:25
3598,159,127,Udeeni Udeeni Udeeni. Kab Gha,December 2017 Vol - 5,Gurmeet Kaur Delhi,UUUKG,49,46.482,NULL,2017,DEC175-09 GKD - Udeeni Udeeni Udeeni. Kab Ghar Aavae Ree (28-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D175/DEC175-09 GKD - Udeeni Udeeni Udeeni. Kab Ghar Aavae Ree (28-12-17)M.mp3,,1,2018-01-08 17:50:25
3599,159,52,Bichrat Kio Jeeve Oae Jeevan,December 2017 Vol - 5,Baljinder Kaur Babba,BKJOJ,29,27.419,NULL,2017,DEC175-10 BBD - Bichrat Kio Jeeve Oae Jeevan (28-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D175/DEC175-10 BBD - Bichrat Kio Jeeve Oae Jeevan (28-12-17)E.mp3,,1,2018-01-08 17:50:25
3600,159,142,Karvat Bhala Na Karvatt Teri,December 2017 Vol - 5,Gurpreet Kaur FBD,KBNKT,31,29.25,NULL,2017,DEC175-11 GPKF - Karvat Bhala Na Karvatt Teri (28-12-17)E.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D175/DEC175-11 GPKF - Karvat Bhala Na Karvatt Teri (28-12-17)E.mp3,,1,2018-01-08 17:50:25
3601,159,237,Mei Andhle Ki Tek Tera Naam K,December 2017 Vol - 5,Japneet Kaur Delhi,MAKTTNK,25,23.534,NULL,2017,DEC175-12 JKS - Mei Andhle Ki Tek Tera Naam Khundkara (28-12-17)M.mp3,https://brahmbungadodra.org/kirtanrecords/samagams/December17/D175/DEC175-12 JKS - Mei Andhle Ki Tek Tera Naam Khundkara (28-12-17)M.mp3,,1,2018-01-08 17:50:25
